sample_id,dataset,label,label_int,repo_rel_path,original_filename,file_ext,sha256,split,seed,sampling_version,source_index,truth_tier,policy_use
train_00027,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f4994.png,f4994.png,png,14b9efed36c2983298dd15d9b2295a3e2581ca653864c0ca1919886717ce06a0,train,20260703,mnist-sampling-v1,4994,gold_candidate,develop_policy
train_00028,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f5373.png,f5373.png,png,c5ad70e9c4762e4646c9c9e06ea301848fe374a025f4c80655b82451f9c2bdc1,train,20260703,mnist-sampling-v1,5373,gold_candidate,develop_policy
train_00029,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f5929.png,f5929.png,png,e1a0ad83cd866434b95d00c5b5bcbb8a7c0189677ed054e76cad230b5372271b,train,20260703,mnist-sampling-v1,5929,gold_candidate,develop_policy
train_00030,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f6326.png,f6326.png,png,16edbf295269b9a39e599edc8f7500794ef8c11ab08cad4f70d09f10d8cca2bc,train,20260703,mnist-sampling-v1,6326,gold_candidate,develop_policy
train_00031,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f6406.png,f6406.png,png,fb767d7619e8f52be04ec7ac08dfdf7b3cfbcb12860c99fd429cac3dd89fb084,train,20260703,mnist-sampling-v1,6406,gold_candidate,develop_policy
train_00032,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f6496.png,f6496.png,png,60747596f83adb8a93c8ac6897933210dae67cf633ce1b14a3cddcca16f656cf,train,20260703,mnist-sampling-v1,6496,gold_candidate,develop_policy
train_00033,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f6611.png,f6611.png,png,b6f24a95a648cabdc6336003fe1adfc8d59fee7ef81be221e733755d3f65c382,train,20260703,mnist-sampling-v1,6611,gold_candidate,develop_policy
train_00034,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f6737.png,f6737.png,png,16cb3c351eca0d160a66eda74252cea0db6bb50eb9980fcb73b051d2fbbee77e,train,20260703,mnist-sampling-v1,6737,gold_candidate,develop_policy
train_00035,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f6973.png,f6973.png,png,0e028ec74f76164f53931b9692015d22b29b843e2c416caa699a4c486313b215,train,20260703,mnist-sampling-v1,6973,gold_candidate,develop_policy
train_00036,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f7325.png,f7325.png,png,492a96687c874b9e2e1f6ccfc47596bf25d51748b2f0a601d947d12c66150e09,train,20260703,mnist-sampling-v1,7325,gold_candidate,develop_policy
train_00037,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f7648.png,f7648.png,png,ebf9ebfafe805e7a12d9f82e560e85bbb158d23d1c6e4078eb517a4aa243b87a,train,20260703,mnist-sampling-v1,7648,gold_candidate,develop_policy
train_00038,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f8134.png,f8134.png,png,5ac665051aae914963336454919729157d4f55276e87c3956e3607da2cb53e51,train,20260703,mnist-sampling-v1,8134,gold_candidate,develop_policy
train_00039,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f8385.png,f8385.png,png,a8a5b9e89740310f4d6126270d4a6f66c40fd2412b69887fda9a175307e6f972,train,20260703,mnist-sampling-v1,8385,gold_candidate,develop_policy
train_00040,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f8540.png,f8540.png,png,03f24bec3099dbe9a4aec42aa47add0c177e3a63ae2c736f8eeb8fe4d2982fef,train,20260703,mnist-sampling-v1,8540,gold_candidate,develop_policy
train_00041,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f9195.png,f9195.png,png,edbec39cd0947565ffc6dcd587f78e409eed9981f451dde08514ab2faf34d31f,train,20260703,mnist-sampling-v1,9195,gold_candidate,develop_policy
train_00042,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f9478.png,f9478.png,png,a393ccded82e99ad2ba2c90231c31f5fa39e30a27736387b1cff2fa4eaf9c8c1,train,20260703,mnist-sampling-v1,9478,gold_candidate,develop_policy
train_00043,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f9695.png,f9695.png,png,9bdc601814515f270bbfbdb4905dd7ed7055ef8a67acfea0ad870eb783f951bb,train,20260703,mnist-sampling-v1,9695,gold_candidate,develop_policy
train_00044,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f10204.png,f10204.png,png,ebdb9572de243a0edaff003e9ac41a15d0b831f17f459c56f591cd93b4355034,train,20260703,mnist-sampling-v1,10204,gold_candidate,develop_policy
train_00045,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f10531.png,f10531.png,png,b464ab9b5e520d39de9c9d2ce0c2a10c40ddbc8797fc52b478829c948b875e31,train,20260703,mnist-sampling-v1,10531,gold_candidate,develop_policy
train_00046,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f10781.png,f10781.png,png,9b29bcfa204d795728ed30ef3ca8e1390da30141db04972e307a5078ffb2e78f,train,20260703,mnist-sampling-v1,10781,gold_candidate,develop_policy
train_00047,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f10992.png,f10992.png,png,980f11ea6f4fb225c57bda99a8c681c07d0dee7f244e2a17d87af31a63a90288,train,20260703,mnist-sampling-v1,10992,gold_candidate,develop_policy
train_00048,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f11269.png,f11269.png,png,21aae6edd9b1de1fe8a46c3008dd8f56fb98eb83963688a31321c25473827b9f,train,20260703,mnist-sampling-v1,11269,gold_candidate,develop_policy
train_00049,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f11361.png,f11361.png,png,a168bbcb41c99281aafb6ac64035258017e9b571547e83881faf50f5040dc29b,train,20260703,mnist-sampling-v1,11361,gold_candidate,develop_policy
train_00050,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f11462.png,f11462.png,png,1d240022e303cbe5d636ade925c16dba9d830628ed8d3058ed69dcabde6c8178,train,20260703,mnist-sampling-v1,11462,gold_candidate,develop_policy
train_00051,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f12550.png,f12550.png,png,c578997af10198671295656a9d2cc496a5b3ad7f86da7b73c9843b2f5c3aaa41,train,20260703,mnist-sampling-v1,12550,gold_candidate,develop_policy
train_00052,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f12839.png,f12839.png,png,b5e4e02fb1a823027abc0c07b319345322db9c70455b01f18349305667eea5fa,train,20260703,mnist-sampling-v1,12839,gold_candidate,develop_policy
train_00053,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f13214.png,f13214.png,png,b79f1f4d3bfb981a5ea803bef65239b4563a6b68288b3f9eb5c4237ff1b90a69,train,20260703,mnist-sampling-v1,13214,gold_candidate,develop_policy
train_00054,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f14773.png,f14773.png,png,abecee6acb1fdb11cd47d48ecb910212004b29c86c543a74a42ed400b9dcb52d,train,20260703,mnist-sampling-v1,14773,gold_candidate,develop_policy
train_00055,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f15242.png,f15242.png,png,3d2ecaafbe9cce2af212374d11705bc9c5c76d2bef1a9d7f08d3d953ec96b22a,train,20260703,mnist-sampling-v1,15242,gold_candidate,develop_policy
train_00056,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f15275.png,f15275.png,png,867c4274940a2e653b02f5c7b75cb2c8a8e74474bb86f707fc44c8dffd25b5b9,train,20260703,mnist-sampling-v1,15275,gold_candidate,develop_policy
train_00057,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f15828.png,f15828.png,png,33b16d38fe26923809ec96942b576249512e958a56f16ff471a262c37c683271,train,20260703,mnist-sampling-v1,15828,gold_candidate,develop_policy
train_00058,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f16679.png,f16679.png,png,2778880f842e696f08469bb2d38365dc88dba16d303c33a47e21984e4ba8b7a5,train,20260703,mnist-sampling-v1,16679,gold_candidate,develop_policy
train_00059,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f16787.png,f16787.png,png,71e0ac4f49b32c0079fda5ead9fc2aff078eb6eb7603b61ee49f82fb2bdb96d7,train,20260703,mnist-sampling-v1,16787,gold_candidate,develop_policy
train_00060,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f17106.png,f17106.png,png,f49bed5ba99772b4c22816d3ba4739ac0e0639e00ac8e86939438f008126a361,train,20260703,mnist-sampling-v1,17106,gold_candidate,develop_policy
train_00061,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f17200.png,f17200.png,png,59020319ebe6f172ee9dcf16263ac0d44e529ef4dff57d1a5880b11a3abf6628,train,20260703,mnist-sampling-v1,17200,gold_candidate,develop_policy
train_00062,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f17625.png,f17625.png,png,245f5cacd9074a7cff191ba9616d4c3be556632e0c576768f30db42824f3cef6,train,20260703,mnist-sampling-v1,17625,gold_candidate,develop_policy
train_00063,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f17738.png,f17738.png,png,ab79bfa24ec600566259888fceca384533f0e80b48fd5943a4bf4290500ddfdb,train,20260703,mnist-sampling-v1,17738,gold_candidate,develop_policy
train_00064,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f18371.png,f18371.png,png,168563061a5153ef2356354ae00576cf9d54c40f420f775cbabbb07cf51a2b87,train,20260703,mnist-sampling-v1,18371,gold_candidate,develop_policy
train_00065,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f19117.png,f19117.png,png,a4f3d1e1d75df74e5449a15b9947488f36109cd9fc194f22811bebc8469e4317,train,20260703,mnist-sampling-v1,19117,gold_candidate,develop_policy
train_00066,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f19535.png,f19535.png,png,3ba3e32fe99f6c35f1c71ecde8f6faef5366ed98407f327ee2a13df23a9800a9,train,20260703,mnist-sampling-v1,19535,gold_candidate,develop_policy
train_00067,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f20095.png,f20095.png,png,0fc8b4f36aa442375ad5c86cf20a06d1c607472eb5974b2ac0921eba646bdc9d,train,20260703,mnist-sampling-v1,20095,gold_candidate,develop_policy
train_00068,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f20369.png,f20369.png,png,1edb5af86c6d180c10418450c9f80dbaa8e3fc5132e6e4d413f0516722b97848,train,20260703,mnist-sampling-v1,20369,gold_candidate,develop_policy
train_00069,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f20979.png,f20979.png,png,b7056f9ebfda41df5825826c23d6d5659de5af8d48f3d65c99dd4adbfd5692fd,train,20260703,mnist-sampling-v1,20979,gold_candidate,develop_policy
train_00070,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f21028.png,f21028.png,png,9184f0e4a23f749d3d9e1352280d19f1d9d9e2ce7dcdb91c3a86b970f4018391,train,20260703,mnist-sampling-v1,21028,gold_candidate,develop_policy
train_00071,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f21273.png,f21273.png,png,518d9e9114d80b485221198aea2701284cb447abaed3e852e22f57c3a828df78,train,20260703,mnist-sampling-v1,21273,gold_candidate,develop_policy
train_00072,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f21299.png,f21299.png,png,e67024926987af7b5f7eccd482c907a17460081ee9604001cb8a72b335ada616,train,20260703,mnist-sampling-v1,21299,gold_candidate,develop_policy
train_00073,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f22245.png,f22245.png,png,6e95d7322e92a39fcbd55055809a4b82ff3b129a0b61f17e89f53e204d2d2241,train,20260703,mnist-sampling-v1,22245,gold_candidate,develop_policy
train_00074,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f22429.png,f22429.png,png,dd8c79dae32515d8964727b1d1b2943d06aef6bb4a7325f7a65f76b1e8c2462a,train,20260703,mnist-sampling-v1,22429,gold_candidate,develop_policy
train_00075,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f22752.png,f22752.png,png,e567fcf133f81da9a6a73468e6a92e921fcd509174ae976df19c79cd233557ae,train,20260703,mnist-sampling-v1,22752,gold_candidate,develop_policy
train_00076,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f23088.png,f23088.png,png,cc35a79d6161cec40c89468884f34fab26bf659035f17157329e94636f54e8d2,train,20260703,mnist-sampling-v1,23088,gold_candidate,develop_policy
train_00077,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f23331.png,f23331.png,png,7bc0e103b76432b2735cdd70261341c4b1075845ff9afe011ce14ee135d93801,train,20260703,mnist-sampling-v1,23331,gold_candidate,develop_policy
train_00078,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f23943.png,f23943.png,png,d087d575d496a02ebf9d246464f1c103a5c544c089ee320f84356aedadf99eca,train,20260703,mnist-sampling-v1,23943,gold_candidate,develop_policy
train_00079,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f24343.png,f24343.png,png,e18f0f5a6c7fd2b86233fc4b2883d3d752bc0d532240fd7ac07d629221498bad,train,20260703,mnist-sampling-v1,24343,gold_candidate,develop_policy
train_00080,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f24525.png,f24525.png,png,b2eedc25115ef472f8ec705fdc7b0bd0916e01013bf31d277131c997f901f587,train,20260703,mnist-sampling-v1,24525,gold_candidate,develop_policy
train_00081,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f24693.png,f24693.png,png,2cf3a68e99721d38592cf6861ab0bc0d6b4be5c8941589962be00699762eb6f4,train,20260703,mnist-sampling-v1,24693,gold_candidate,develop_policy
train_00082,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f24892.png,f24892.png,png,c13dbc925219188c62610d670a36e4c01e75e96c0b924f9092ac17c10a47c82e,train,20260703,mnist-sampling-v1,24892,gold_candidate,develop_policy
train_00083,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f25082.png,f25082.png,png,c1188d9661663bf7c19a41798297d1235418eab65019b607a5e2cfbda2c0b5b9,train,20260703,mnist-sampling-v1,25082,gold_candidate,develop_policy
train_00084,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f25461.png,f25461.png,png,dd9116ff4d29d5fe4313add18c00de360d3d7b272da6f2c19e0e3e4337a7e858,train,20260703,mnist-sampling-v1,25461,gold_candidate,develop_policy
train_00085,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f25567.png,f25567.png,png,c72735e0f4a2498829b9915fd069d7c8ebbbd1e38cafe9afaae4f2f93382a9e8,train,20260703,mnist-sampling-v1,25567,gold_candidate,develop_policy
train_00086,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f26040.png,f26040.png,png,5060a6e8a6e165f085df770ca7b40a5288439576b5f1c841e1bac5b5f2cb6ddb,train,20260703,mnist-sampling-v1,26040,gold_candidate,develop_policy
train_00087,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f26338.png,f26338.png,png,a55c51283f9874a99f87f32a6e80bf332d0f9bfd93b3baba8560168d7604baf9,train,20260703,mnist-sampling-v1,26338,gold_candidate,develop_policy
train_00088,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f26608.png,f26608.png,png,a4c78089468954ec2633ff69c0ec3640e4295f55578975d10dd2cbf1bfef58c0,train,20260703,mnist-sampling-v1,26608,gold_candidate,develop_policy
train_00089,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f26619.png,f26619.png,png,d93176887858e145bf7f9363804e2a6d1943ceaecc978c0c851c5515c1373361,train,20260703,mnist-sampling-v1,26619,gold_candidate,develop_policy
train_00090,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f26859.png,f26859.png,png,99f00912619cbe57da5711c4c43e830293399031317a752ac0de648e88f02375,train,20260703,mnist-sampling-v1,26859,gold_candidate,develop_policy
train_00091,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f27492.png,f27492.png,png,4b70e3c8221028c1098b2e4fcd98c4bd55f60f6d4875f94090e14264ffcc4bad,train,20260703,mnist-sampling-v1,27492,gold_candidate,develop_policy
train_00092,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f27580.png,f27580.png,png,a8e25c784b44582f179d6c4b73aff663f350abdd21f84b591dd5c94efb959e24,train,20260703,mnist-sampling-v1,27580,gold_candidate,develop_policy
train_00093,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f28230.png,f28230.png,png,8ec20ea1cdd0ddd1e99aef535e963a47178ead9140bd2a6581876373f17543f4,train,20260703,mnist-sampling-v1,28230,gold_candidate,develop_policy
train_00094,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f29055.png,f29055.png,png,d0acab3de054a2e2835d6aa7ca682b255cdcaeb05f9f79edcae2a81b26bbe80b,train,20260703,mnist-sampling-v1,29055,gold_candidate,develop_policy
train_00095,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f29148.png,f29148.png,png,e6ff4227ab625ded79613989e083ffafbd513b962046ac7ac5e50332c9f034ba,train,20260703,mnist-sampling-v1,29148,gold_candidate,develop_policy
train_00096,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f29477.png,f29477.png,png,3421a2d3f351fa7dc8d3b4dc6b928494ea899d56e70a37fe581e2125b04964fc,train,20260703,mnist-sampling-v1,29477,gold_candidate,develop_policy
train_00097,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f29860.png,f29860.png,png,b81e56336818e0b01e845862a1573850a39ccca68619f0c9c27420dd1f750d63,train,20260703,mnist-sampling-v1,29860,gold_candidate,develop_policy
train_00098,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f30170.png,f30170.png,png,14616bf330167b77e6c9dcacc2b932a9b50a6a644d5f18852ccf501f2a28bac7,train,20260703,mnist-sampling-v1,30170,gold_candidate,develop_policy
train_00099,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f30438.png,f30438.png,png,057cca137c7bc1878960d45fea497a62e432ccbc09540288036d394dd06a6c4f,train,20260703,mnist-sampling-v1,30438,gold_candidate,develop_policy
train_00100,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f30480.png,f30480.png,png,c788b8da9816529886f64a68bc4bd5baad2ce464e3bfa676cc53395b664b8ab3,train,20260703,mnist-sampling-v1,30480,gold_candidate,develop_policy
train_00101,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f32313.png,f32313.png,png,02ae2553991b363b36674627b6022cf94f6b8d2ecb06825d3b5698f2104c0035,train,20260703,mnist-sampling-v1,32313,gold_candidate,develop_policy
train_00102,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f32336.png,f32336.png,png,bb26a8181f200f09e1a40f3116a85d8f6308ac91af0e23d3018b6ce8bbebf3aa,train,20260703,mnist-sampling-v1,32336,gold_candidate,develop_policy
train_00103,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f32574.png,f32574.png,png,be8a27a92b218b774fbee829bc97b235530f83ceb391b87ebf1b25b4457c8545,train,20260703,mnist-sampling-v1,32574,gold_candidate,develop_policy
train_00104,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f32867.png,f32867.png,png,c39f4e57e59b98dcdcc458dc2de4f450e59e131834afe43972f294a4d742545f,train,20260703,mnist-sampling-v1,32867,gold_candidate,develop_policy
train_00105,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f32966.png,f32966.png,png,2ca180566946b1e787eff07fb9170794f859138135cfa2c031d94e48fd85c37e,train,20260703,mnist-sampling-v1,32966,gold_candidate,develop_policy
train_00106,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f33230.png,f33230.png,png,676c3280f346e955df9a7454c938f656810b70cb388a49e862eb869d6a1611b6,train,20260703,mnist-sampling-v1,33230,gold_candidate,develop_policy
train_00107,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f33327.png,f33327.png,png,0bca70a1d3e7083038f88496720377642718b542e7193acda401245eff5f7197,train,20260703,mnist-sampling-v1,33327,gold_candidate,develop_policy
train_00108,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f33496.png,f33496.png,png,3ceca3f20418701391a3844f05f751f8243dbec9d28b0334a9cf66ccdc680cfc,train,20260703,mnist-sampling-v1,33496,gold_candidate,develop_policy
train_00109,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f33723.png,f33723.png,png,f48f4a4b99ec2a75396b0fbcb1ca73dc71e76807cb751cbd110f660c8334cffb,train,20260703,mnist-sampling-v1,33723,gold_candidate,develop_policy
train_00110,mnist,0,0,data/images/mnist-classification/source-datasets/mnist/0/f34097.png,f34097.png,png,1cac4a9a7549c06161ae23e032c0b72f6295e238e8ac8ccc2b5f1ffbf6417cad,train,20260703,mnist-sampling-v1,34097,gold_candidate,develop_policy
